,2,5,10,15,20,25,30,35,40
GMM,0.04314638851810271,0.014095769599408184,0.05097349871219107,0.057248041358589685,0.07057320726615843,0.08806936751625555,0.0873717019656166,0.0883600366842629,0.0826966025326253
Kmeans,0.019953174685869202,0.014095769599408184,0.06784772311936663,0.11165735807857688,0.09277596602704088,0.07286656955480197,0.09230438351802614,0.08757620206616039,0.08683161584214946
