,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.5307146072387695,0.24872383832752662,0.003709840774536133,0.0026826644739641058,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.5,0.5192307692307693,0.49725274725274726,0.5,0.6401098901098901,0.5313186813186813,0.054961535989752446,162,0.5,0.5013736263736264,0.5116758241758241,0.5,0.6126373626373627,0.5251373626373627,0.043968061544008175
1,0.9375992774963379,0.3368053646002727,0.0029076099395751952,0.0013969795985983326,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.4945054945054945,0.5054945054945055,0.5467032967032966,0.4697802197802198,0.5851648351648352,0.5203296703296704,0.040844544044056706,173,0.49244505494505497,0.5302197802197802,0.5473901098901099,0.45123626373626374,0.6078296703296703,0.5258241758241758,0.05270072925401814
2,2.01487078666687,0.6830362381743076,0.0025067806243896486,0.00044840746652585403,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.5824175824175825,0.6868131868131868,0.7142857142857143,0.5494505494505495,0.6153846153846154,0.6296703296703297,0.06212436934111019,128,0.635989010989011,0.6456043956043956,0.6929945054945055,0.6037087912087912,0.6504120879120879,0.6457417582417582,0.028693341970659963
3,1.4740273475646972,0.2151791797682916,0.004513311386108399,0.0024959212791444483,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.7252747252747253,0.6456043956043956,0.695054945054945,0.5989010989010989,0.6758241758241759,0.6681318681318681,0.04324284037351868,96,0.7190934065934066,0.6559065934065934,0.7067307692307693,0.6758241758241759,0.6875,0.689010989010989,0.022320477579065495
4,1.801501989364624,0.6249393775031414,0.0042113780975341795,0.0021645219469463234,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.6840659340659341,0.6510989010989011,0.6813186813186813,0.6675824175824175,0.7115384615384616,0.6791208791208792,0.019992753185340946,88,0.7081043956043956,0.6662087912087912,0.7032967032967034,0.7067307692307693,0.7239010989010989,0.7016483516483516,0.019085993501230022
5,1.8229591369628906,0.5509190454430666,0.003411531448364258,0.0006650351961078789,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",0.728021978021978,0.7307692307692307,0.7802197802197802,0.6703296703296703,0.7554945054945055,0.7329670329670329,0.03658697102106923,64,0.7431318681318682,0.7225274725274725,0.7836538461538461,0.717032967032967,0.7479395604395604,0.7428571428571429,0.02353916309068318
6,2.2886002540588377,0.580032041920719,0.0039103984832763675,0.0010226944604785164,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 30}",0.7554945054945055,0.75,0.7197802197802198,0.7005494505494505,0.7692307692307693,0.739010989010989,0.025118965825631803,51,0.7712912087912088,0.7431318681318682,0.7568681318681318,0.7623626373626373,0.7403846153846154,0.7548076923076923,0.011639406683689473
7,3.8922752380371093,1.0141609165527294,0.004712343215942383,0.0008147984154431895,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 35}",0.7582417582417582,0.7362637362637363,0.7692307692307693,0.7252747252747253,0.7307692307692307,0.743956043956044,0.016881639006304648,37,0.7802197802197802,0.742445054945055,0.7706043956043956,0.7733516483516484,0.7396978021978022,0.7612637362637363,0.01680434120539754
8,1.6980269432067872,0.5378962058188109,0.004211139678955078,0.000246394148607957,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 40}",0.7582417582417582,0.7472527472527473,0.771978021978022,0.7115384615384616,0.7554945054945055,0.7489010989010989,0.020307383090743213,12,0.7760989010989011,0.7664835164835165,0.7912087912087912,0.7836538461538461,0.7712912087912088,0.7777472527472529,0.00880193370527513
9,0.09154224395751953,0.024224430075568196,0.0010025501251220703,4.264961199760036e-07,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 2}",0.5274725274725275,0.5274725274725275,0.5302197802197802,0.5,0.6346153846153846,0.5439560439560439,0.0466547905831951,151,0.5061813186813187,0.507554945054945,0.4965659340659341,0.5123626373626373,0.6133241758241759,0.5271978021978022,0.04336745349014098
10,0.17356271743774415,0.02953305735350451,0.0014036178588867187,0.00020089231532119647,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 5}",0.4697802197802198,0.5137362637362637,0.5384615384615384,0.5741758241758241,0.6126373626373627,0.5417582417582417,0.04909518220590919,156,0.489010989010989,0.5054945054945055,0.5206043956043956,0.5576923076923077,0.6215659340659341,0.5388736263736265,0.04717281765248633
