,2,5,10,15,20,25,30,35,40
GMM,0.027126832047609715,0.02899749643097242,0.04939491400556464,0.06705109220262795,0.05889663739836473,0.08745370264959182,0.0664354978292869,0.04570408383779793,0.051804944133040605
Kmeans,0.029797643457308766,0.052582163072087934,0.0523507121319257,0.06141806426922444,0.0613232786509455,0.05248994160350407,0.06692682354477683,0.05904302855212091,0.061271186437098904
