,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.1242288589477539,0.005858369464852751,0.0009031295776367188,0.00020063016220349657,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.6994219653179191,0.6994219653179191,0.6994219653179191,0.6994219653179191,0.7034883720930233,0.7002314814814815,0.0016237319954344998,52,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.6994219653179191,0.7002317157842785,0.00040487523317969123
1,0.13967161178588866,0.009884939857237542,0.0008011817932128906,0.0002470216043430149,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.6994219653179191,0.6994219653179191,0.6994219653179191,0.6994219653179191,0.7034883720930233,0.7002314814814815,0.0016237319954344998,52,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.6994219653179191,0.7002317157842785,0.00040487523317969123
2,0.2326448917388916,0.08689614196701302,0.0010027408599853516,1.784161275279017e-07,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.6994219653179191,0.6994219653179191,0.6994219653179191,0.6329479768786127,0.7034883720930233,0.6869212962962963,0.027051916607681144,145,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.7814761215629522,0.6994219653179191,0.7164401094166952,0.03252036896591595
3,0.320249080657959,0.09785927088164376,0.0007020950317382813,0.00024551545595180444,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.6994219653179191,0.6994219653179191,0.4682080924855491,0.6184971098265896,0.25,0.5474537037037037,0.17067594375101586,180,0.7004341534008683,0.7004341534008683,0.751808972503618,0.7778581765557163,0.851878612716763,0.7564828137155668,0.05632408728322917
4,0.538343095779419,0.14894158171159103,0.00110321044921875,0.00020108248403278455,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.6994219653179191,0.7254335260115607,0.5895953757225434,0.5086705202312138,0.7732558139534884,0.6591435185185185,0.09643224018014336,157,0.7004341534008683,0.9298118668596237,0.9153400868306801,0.849493487698987,0.9234104046242775,0.8636979998828874,0.08655676930827237
5,0.5973974704742432,0.07397933073080933,0.0009028911590576172,0.00020063197547141574,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.6965317919075145,0.6936416184971098,0.6184971098265896,0.47398843930635837,0.6191860465116279,0.6203703703703703,0.08079547620126463,168,0.8256150506512301,0.9363241678726484,0.9225759768451519,0.9406657018813314,0.9385838150289018,0.9127529424558528,0.04402604451241699
6,0.409623908996582,0.11084023341554185,0.001001739501953125,0.0003170362070629931,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",0.6994219653179191,0.6994219653179191,0.7138728323699421,0.5982658959537572,0.7034883720930233,0.6828703703703703,0.04266179904655038,150,0.7004341534008683,0.7004341534008683,0.9008683068017366,0.8784370477568741,0.6994219653179191,0.7759191253356533,0.09313431143609431
7,0.5356932163238526,0.060425696400912124,0.0011029720306396484,0.0003752348033074337,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 35}",0.7456647398843931,0.6791907514450867,0.6994219653179191,0.7601156069364162,0.8575581395348837,0.7482638888888888,0.06197134073113072,14,0.8965267727930536,0.9073806078147613,0.9204052098408104,0.8227206946454414,0.9226878612716763,0.8939442292731486,0.03684122027642104
8,0.6143396377563477,0.08279741061388832,0.0012028217315673828,0.00024567125187011525,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 40}",0.7138728323699421,0.7283236994219653,0.7398843930635838,0.7803468208092486,0.8401162790697675,0.7604166666666666,0.04548041361888263,7,0.9138929088277858,0.9370477568740955,0.9442836468885673,0.9290882778581766,0.8952312138728323,0.9239087608642915,0.017534626237261746
9,0.08602824211120605,0.005542799210012107,0.0005013465881347657,3.504023183989303e-07,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 2}",0.6994219653179191,0.6994219653179191,0.6994219653179191,0.6994219653179191,0.7034883720930233,0.7002314814814815,0.0016237319954344998,52,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.6994219653179191,0.7002317157842785,0.00040487523317969123
10,0.12022318840026855,0.009923149326519855,0.0005014896392822266,3.8738433859996607e-07,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",0.6994219653179191,0.6994219653179191,0.6994219653179191,0.6994219653179191,0.7034883720930233,0.7002314814814815,0.0016237319954344998,52,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.6994219653179191,0.7002317157842785,0.00040487523317969123
