,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.2421431541442871,0.028987113751959056,0.007219266891479492,0.0014735457718000828,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 2}",0.630057803468208,0.7196531791907514,0.8034682080924855,0.8554913294797688,0.4680232558139535,0.6956018518518519,0.13687601769114646,249,0.8147612156295224,0.7923299565846599,0.7713458755426917,0.7583212735166426,0.7369942196531792,0.7747505081853392,0.026895881897281575
1,0.26541919708251954,0.023378286953938215,0.005214023590087891,0.0009826255225048389,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 5}",0.630057803468208,0.7341040462427746,0.6473988439306358,0.7485549132947977,0.8023255813953488,0.7123842592592593,0.06457181708487021,216,0.8726483357452967,0.8465991316931982,0.874095513748191,0.8560057887120116,0.8641618497109826,0.862702123921936,0.010344220847505546
2,0.3200563430786133,0.05481795366795903,0.004920339584350586,0.0007426900096505892,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 10}",0.6473988439306358,0.7543352601156069,0.7456647398843931,0.6878612716763006,0.7645348837209303,0.7199074074074074,0.04499992980677796,182,0.9413892908827786,0.8965267727930536,0.9363241678726484,0.9109985528219972,0.8959537572254336,0.9162385083191824,0.019305317201532363
3,0.3328554153442383,0.029318466887066418,0.005013608932495117,0.0010517109227338895,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 15}",0.653179190751445,0.7572254335260116,0.7572254335260116,0.791907514450867,0.7412790697674418,0.7401620370370371,0.046561144693931404,167,0.9703328509406657,0.9479015918958031,0.975397973950796,0.9732272069464544,0.971820809248555,0.9677360865964548,0.010056761355057764
4,0.3854116439819336,0.05026310076299044,0.0051138877868652345,0.0011607787340185843,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 20}",0.7716763005780347,0.7976878612716763,0.8179190751445087,0.7745664739884393,0.6831395348837209,0.7690972222222222,0.04603439249008242,108,0.9927641099855282,0.9869753979739508,0.9869753979739508,0.9862518089725036,0.9595375722543352,0.9825008574320538,0.011719722545441015
5,0.3631146430969238,0.051588533689410035,0.005012702941894531,0.0007769723485715599,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 25}",0.7716763005780347,0.7976878612716763,0.8179190751445087,0.7745664739884393,0.6831395348837209,0.7690972222222222,0.04603439249008242,108,0.9927641099855282,0.9869753979739508,0.9869753979739508,0.9862518089725036,0.9595375722543352,0.9825008574320538,0.011719722545441015
6,0.3678762912750244,0.057036019334838275,0.004814958572387696,0.0007483614527484526,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 30}",0.7716763005780347,0.7976878612716763,0.8179190751445087,0.7745664739884393,0.6831395348837209,0.7690972222222222,0.04603439249008242,108,0.9927641099855282,0.9869753979739508,0.9869753979739508,0.9862518089725036,0.9595375722543352,0.9825008574320538,0.011719722545441015
7,0.36968412399291994,0.04558218300176168,0.005013465881347656,0.0012279655074103634,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 35}",0.7716763005780347,0.7976878612716763,0.8179190751445087,0.7745664739884393,0.6831395348837209,0.7690972222222222,0.04603439249008242,108,0.9927641099855282,0.9869753979739508,0.9869753979739508,0.9862518089725036,0.9595375722543352,0.9825008574320538,0.011719722545441015
8,0.37900867462158205,0.059901931309815075,0.004912757873535156,0.0009718517145085011,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 40}",0.7716763005780347,0.7976878612716763,0.8179190751445087,0.7745664739884393,0.6831395348837209,0.7690972222222222,0.04603439249008242,108,0.9927641099855282,0.9869753979739508,0.9869753979739508,0.9862518089725036,0.9595375722543352,0.9825008574320538,0.011719722545441015
9,0.3749101638793945,0.04760818917937248,0.005214166641235351,0.0012919620418260832,0.1,"(50, 50)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 45}",0.7716763005780347,0.7976878612716763,0.8179190751445087,0.7745664739884393,0.6831395348837209,0.7690972222222222,0.04603439249008242,108,0.9927641099855282,0.9869753979739508,0.9869753979739508,0.9862518089725036,0.9595375722543352,0.9825008574320538,0.011719722545441015
10,0.3626673698425293,0.04654929646148609,0.004411554336547852,0.0005842715606295358,0.1,"(50, 50)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 50}",0.7716763005780347,0.7976878612716763,0.8179190751445087,0.7745664739884393,0.6831395348837209,0.7690972222222222,0.04603439249008242,108,0.9927641099855282,0.9869753979739508,0.9869753979739508,0.9862518089725036,0.9595375722543352,0.9825008574320538,0.011719722545441015
