,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
154,0.11510763168334961,0.0314180988461269,0.002203845977783203,0.0003972531080446235,0.001,"(50,)",55,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 55}",0.5467032967032966,0.5027472527472527,0.4945054945054945,0.521978021978022,0.5054945054945055,0.5142857142857142,0.018502701363167826,103,0.532967032967033,0.5384615384615384,0.7122252747252747,0.5212912087912088,0.5288461538461539,0.5667582417582417,0.07294900189302624
155,0.11991972923278808,0.013310522148998137,0.0026070594787597655,0.0004911085320891831,0.001,"(50,)",60,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 60}",0.5357142857142857,0.510989010989011,0.5,0.4945054945054945,0.4945054945054945,0.5071428571428571,0.015501907669962497,153,0.5989010989010989,0.6256868131868132,0.5556318681318682,0.551510989010989,0.6366758241758241,0.5936813186813186,0.035003493192595714
156,0.09204573631286621,0.008398318437416142,0.0018048286437988281,0.000400781702385419,0.001,"(25,)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 2}",0.489010989010989,0.5467032967032966,0.46703296703296704,0.5027472527472527,0.489010989010989,0.4989010989010989,0.026499242970961505,201,0.5171703296703297,0.49862637362637363,0.5254120879120879,0.5137362637362637,0.4951923076923077,0.5100274725274726,0.011415157491382822
157,0.07740659713745117,0.007672527374755178,0.0024105072021484374,0.0004914847494681818,0.001,"(25,)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 5}",0.521978021978022,0.489010989010989,0.5247252747252747,0.5027472527472527,0.5659340659340659,0.5208791208791209,0.026039550793566565,39,0.5199175824175825,0.5206043956043956,0.5247252747252747,0.5233516483516484,0.5103021978021978,0.5197802197802197,0.005054497113454446
158,0.07500033378601074,0.005756145802662053,0.002406883239746094,0.0004913031305386776,0.001,"(25,)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 10}",0.4945054945054945,0.5,0.4835164835164835,0.5082417582417582,0.5357142857142857,0.5043956043956044,0.017599579536315337,165,0.5041208791208791,0.5020604395604396,0.510989010989011,0.5041208791208791,0.4993131868131868,0.5041208791208792,0.003860843220482183
159,0.08743276596069335,0.017951872533970965,0.0028075695037841795,0.0007506096559500917,0.001,"(25,)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 15}",0.5,0.5384615384615384,0.5384615384615384,0.532967032967033,0.4807692307692308,0.5181318681318682,0.023543170643547842,60,0.5233516483516484,0.5357142857142857,0.5412087912087912,0.5116758241758241,0.5439560439560439,0.5311813186813186,0.012050391318385327
160,0.07459874153137207,0.012500462596643384,0.0026081562042236327,0.0004921052251724813,0.001,"(25,)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 20}",0.5192307692307693,0.5137362637362637,0.510989010989011,0.510989010989011,0.489010989010989,0.5087912087912088,0.010337850396827906,144,0.5096153846153846,0.5178571428571429,0.510989010989011,0.5103021978021978,0.5144230769230769,0.5126373626373626,0.0030898961206599147
161,0.12433524131774902,0.046130862881645404,0.0018005847930908203,0.0007440867677073988,0.001,"(25,)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 25}",0.43956043956043955,0.49175824175824173,0.5357142857142857,0.510989010989011,0.5027472527472527,0.49615384615384617,0.03178275794281224,209,0.507554945054945,0.5274725274725275,0.6043956043956044,0.5625,0.5453296703296703,0.5494505494505495,0.03299849689008867
162,0.09986653327941894,0.02645710966435587,0.00240631103515625,0.0008019450020174391,0.001,"(25,)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 30}",0.5082417582417582,0.5054945054945055,0.5,0.489010989010989,0.5467032967032966,0.5098901098901099,0.019549941620502397,133,0.5659340659340659,0.6009615384615384,0.5604395604395604,0.5267857142857143,0.5130494505494505,0.5534340659340659,0.031000772259586338
163,0.12593579292297363,0.015721100637008295,0.0026064395904541017,0.0004917702410191471,0.001,"(25,)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 35}",0.46153846153846156,0.49175824175824173,0.5247252747252747,0.4945054945054945,0.49725274725274726,0.493956043956044,0.020068112492032608,217,0.5583791208791209,0.5597527472527473,0.5906593406593407,0.5288461538461539,0.5336538461538461,0.5542582417582418,0.022102156305843803
164,0.09866304397583008,0.019675463325930752,0.00240631103515625,0.00049138089744049,0.001,"(25,)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 40}",0.532967032967033,0.5274725274725275,0.5054945054945055,0.47527472527472525,0.4697802197802198,0.5021978021978022,0.025969895160651596,184,0.570054945054945,0.554945054945055,0.5782967032967034,0.49725274725274726,0.5034340659340659,0.5407967032967033,0.03392495642974081
165,0.0964573860168457,0.014590439803484592,0.0026070117950439454,0.0004909720774076257,0.001,"(25,)",45,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 45}",0.5082417582417582,0.5467032967032966,0.5274725274725275,0.5659340659340659,0.5741758241758241,0.5445054945054945,0.024287951764066305,2,0.5453296703296703,0.5391483516483516,0.5803571428571429,0.6105769230769231,0.5631868131868132,0.5677197802197801,0.025824906466166253
166,0.08803296089172363,0.010369115777339021,0.002204608917236328,0.0004009295314909374,0.001,"(25,)",50,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'rp__n_components': 50}",0.49175824175824173,0.47527472527472525,0.4807692307692308,0.489010989010989,0.4835164835164835,0.48406593406593407,0.005866526512105111,253,0.5054945054945055,0.5089285714285714,0.5082417582417582,0.5501373626373627,0.5212912087912088,0.5188186813186814,0.01657825339684899
