,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.3318819046020508,0.016189769538854232,0.0016042232513427735,0.00037527289141589374,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.6994219653179191,0.6994219653179191,0.6994219653179191,0.6994219653179191,0.7034883720930233,0.7002314814814815,0.0016237319954344998,12,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.6994219653179191,0.7002317157842785,0.00040487523317969123
1,0.7094873428344727,0.24665089791143147,0.006717395782470703,0.0037327315448217884,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.6994219653179191,0.6994219653179191,0.6994219653179191,0.5982658959537572,0.7034883720930233,0.6799768518518519,0.04091525515090993,136,0.7004341534008683,0.711287988422576,0.7004341534008683,0.7293777134587555,0.6994219653179191,0.7081911948001974,0.011451650290361668
2,0.7185082912445069,0.169511224205318,0.0021056652069091795,0.000736662906162551,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.6994219653179191,0.6994219653179191,0.6791907514450867,0.6994219653179191,0.6686046511627907,0.6892361111111112,0.012933117760972631,100,0.7004341534008683,0.7004341534008683,0.7214182344428365,0.7004341534008683,0.726878612716763,0.7099198614724409,0.011745193038774722
3,0.9787026882171631,0.1794296718958352,0.003609371185302734,0.0018330126119298932,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.708092485549133,0.6994219653179191,0.6936416184971098,0.661849710982659,0.7034883720930233,0.6932870370370371,0.016433481535112274,73,0.7424023154848046,0.7178002894356006,0.7069464544138929,0.7387843704775687,0.7008670520231214,0.7213600963669977,0.01665395136238437
4,1.9359453678131104,0.3250139652845528,0.0021059513092041016,0.0007370129226418075,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.7052023121387283,0.6676300578034682,0.6994219653179191,0.6965317919075145,0.6627906976744186,0.6863425925925926,0.017515687843510586,111,0.7409551374819102,0.7308248914616498,0.7510853835021708,0.7452966714905933,0.7319364161849711,0.740019700024259,0.0077595722054316805
5,1.5986506938934326,0.40005407287944084,0.005815315246582031,0.0035393362019374187,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.7167630057803468,0.6994219653179191,0.684971098265896,0.6560693641618497,0.7005813953488372,0.6915509259259259,0.02041236904609651,83,0.7604920405209841,0.7301013024602026,0.711287988422576,0.7134587554269175,0.726878612716763,0.7284437399094885,0.017613405564213407
6,1.860346794128418,1.021005158867391,0.0035090923309326174,0.003024526807177897,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",0.7052023121387283,0.6820809248554913,0.6994219653179191,0.7312138728323699,0.7034883720930233,0.7042824074074074,0.015778121810763254,4,0.7821997105643994,0.7170767004341534,0.7004341534008683,0.7257597684515196,0.7015895953757225,0.7254119856453325,0.029952769540414106
7,1.4418339729309082,0.13771178909614265,0.002506923675537109,0.0008964949126683583,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 35}",0.7052023121387283,0.6994219653179191,0.6994219653179191,0.7023121387283237,0.6598837209302325,0.6932870370370371,0.016790845849417552,73,0.7264833574529667,0.7047756874095513,0.6982633863965267,0.6989869753979739,0.736271676300578,0.7129562165915193,0.015521174038644999
8,2.0634868144989014,0.45551320046484045,0.005715322494506836,0.004067817135396708,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 40}",0.7109826589595376,0.6878612716763006,0.6676300578034682,0.6994219653179191,0.6656976744186046,0.6863425925925926,0.017642087684398563,111,0.7510853835021708,0.7076700434153401,0.7431259044862518,0.7026049204052098,0.7608381502890174,0.733064880419598,0.023537307264890568
9,0.20765156745910646,0.00873781585975977,0.003208637237548828,0.0028818733571138967,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 2}",0.6994219653179191,0.6994219653179191,0.6994219653179191,0.6994219653179191,0.7034883720930233,0.7002314814814815,0.0016237319954344998,12,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.6994219653179191,0.7002317157842785,0.00040487523317969123
10,0.4423762321472168,0.06543540292828316,0.0021053314208984374,0.0012439898517078037,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",0.6994219653179191,0.6994219653179191,0.6994219653179191,0.546242774566474,0.7034883720930233,0.6695601851851852,0.06172333639135842,154,0.7004341534008683,0.7004341534008683,0.7004341534008683,0.7178002894356006,0.6994219653179191,0.703704942991225,0.0070585675993102845
