,2,5,10,15,20,25,30,35,40
GMM,0.006812758322030589,0.05204020526846615,0.03298222509051069,0.04074669866925106,0.03895648052677801,0.05343276562142306,0.046048031595096815,0.05173309070602879,0.047386326305427696
Kmeans,0.006290271598935683,0.038166540541951934,0.05363026813269403,0.05374390919646245,0.04396338820469563,0.042806416380354866,0.04640861045294869,0.04303824784599283,0.054469197341278
