,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
10,0.19184048970540366,0.03389618511247876,0.0005013942718505859,3.371747880871523e-07,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",0.5394736842105263,0.5792079207920792,0.4768976897689769,0.5318681318681319,0.04209114465320576,164,0.5783828382838284,0.6095551894563427,0.5280065897858319,0.5719815391753343,0.03359837297412493
11,0.21623984972635904,0.028668527071954206,0.000835418701171875,0.00023635952644909374,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 10}",0.6052631578947368,0.5973597359735974,0.5214521452145214,0.5747252747252747,0.037776868415526015,136,0.6377887788778878,0.6054365733113674,0.5263591433278418,0.589861498505699,0.04680511465004396
12,0.25016140937805176,0.013384061192980252,0.0006684462229410807,0.0002360785675241707,0.1,"(50,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 15}",0.618421052631579,0.6039603960396039,0.6386138613861386,0.6203296703296703,0.014203917084841897,80,0.613036303630363,0.6169686985172982,0.6359143327841845,0.6219731116439485,0.009987798140645413
13,0.2558452288309733,0.014027518030300364,0.000835259755452474,0.0002362472150563784,0.1,"(50,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 20}",0.5822368421052632,0.6039603960396039,0.6072607260726073,0.5978021978021978,0.011106453961906602,112,0.6179867986798679,0.6334431630971994,0.6169686985172982,0.6227995534314551,0.007537636765936609
14,0.3029681046803792,0.00959486089234706,0.0006686051686604818,0.0002361348234985232,0.1,"(50,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 25}",0.6118421052631579,0.47854785478547857,0.6452145214521452,0.5785714285714286,0.0719710894633974,131,0.6377887788778878,0.4917627677100494,0.6680395387149918,0.5991970284343097,0.07696478589028787
15,0.34708555539449054,0.06025688506331193,0.0008354981740315756,0.00023641574228364107,0.1,"(50,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 30}",0.5921052631578947,0.5874587458745875,0.6798679867986799,0.6197802197802198,0.04249583636465528,82,0.6056105610561056,0.6112026359143328,0.6721581548599671,0.6296571172768018,0.03013935933890241
16,0.35427077611287433,0.04391139801105755,0.0006682078043619791,0.00023624745566615615,0.1,"(50,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 35}",0.6036184210526315,0.5792079207920792,0.6270627062706271,0.6032967032967033,0.019527226518146933,107,0.6270627062706271,0.6021416803953872,0.6317957166392092,0.6203333677684079,0.013007778798231093
17,0.35126352310180664,0.0129207637811133,0.0010028680165608723,6.25769923052137e-07,0.1,"(50,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 40}",0.6200657894736842,0.5396039603960396,0.5924092409240924,0.5840659340659341,0.0333819657565588,126,0.6443894389438944,0.5741350906095551,0.5873146622734761,0.6019463972756419,0.03049026201757838
18,0.08906793594360352,0.01407340686690822,0.0006687641143798828,0.00023602243194070438,0.1,"(25,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 2}",0.4967105263157895,0.4603960396039604,0.6056105610561056,0.5208791208791209,0.06167418516661306,173,0.5008250825082509,0.49835255354200986,0.6194398682042833,0.5395391680848479,0.05650734323698807
19,0.1525703271230062,0.03503626158716166,0.0005009969075520834,1.1239159602905075e-07,0.1,"(25,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 5}",0.5032894736842105,0.49834983498349833,0.5462046204620462,0.515934065934066,0.02148179107828155,177,0.5115511551155115,0.5115321252059308,0.5658978583196046,0.5296603795470156,0.025623768150940647
20,0.2214197317759196,0.03529317950666376,0.0006682872772216797,0.00023635952644909374,0.1,"(25,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 10}",0.6134868421052632,0.5594059405940595,0.5973597359735974,0.5901098901098901,0.022670700594000965,121,0.6262376237623762,0.6021416803953872,0.5971993410214168,0.6085262150597267,0.012685350561338873
21,0.24264216423034668,0.05061394383642121,0.000835577646891276,0.00023630335069714186,0.1,"(25,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 15}",0.6217105263157895,0.5874587458745875,0.566006600660066,0.5917582417582418,0.022949180974849326,120,0.6641914191419142,0.6210873146622735,0.5527182866556837,0.6126656734866237,0.04589667995720912
22,0.30530762672424316,0.0626570992238124,0.0008354981740315756,0.00023624713485306467,0.1,"(25,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 20}",0.6332236842105263,0.6023102310231023,0.6237623762376238,0.6197802197802198,0.012933537846202232,82,0.6394389438943895,0.6120263591433278,0.6293245469522241,0.6269299499966471,0.011318510550370678
23,0.30530563990275067,0.0433174337237553,0.000835577646891276,0.00023613474325703563,0.1,"(25,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 25}",0.618421052631579,0.5759075907590759,0.6386138613861386,0.610989010989011,0.026121536534146013,96,0.5899339933993399,0.6046128500823723,0.6408566721581549,0.6118011718799558,0.021401460708599235
24,0.3424057960510254,0.010330382446791918,0.0006683667500813802,0.0002363038318021353,0.1,"(25,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'km__n_clusters': 30}",0.59375,0.6402640264026402,0.5891089108910891,0.6076923076923076,0.02309061372324031,102,0.6089108910891089,0.6334431630971994,0.6062602965403624,0.616204783575557,0.0122373120486649
