,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.15425395965576172,0.010678783734202283,0.0020104408264160155,0.0005588013662426651,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 2}",0.6373626373626373,0.6208791208791209,0.6978021978021978,0.5741758241758241,0.6428571428571429,0.6346153846153846,0.03977354081506342,98,0.6552197802197802,0.654532967032967,0.6387362637362637,0.6483516483516484,0.6380494505494505,0.6469780219780219,0.007409947230363309
1,0.36607799530029295,0.12702506215058448,0.0022083282470703124,0.0005107182096510529,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 5}",0.804945054945055,0.7472527472527473,0.7582417582417582,0.7692307692307693,0.7335164835164835,0.7626373626373626,0.024238181318805275,9,0.8502747252747253,0.75,0.845467032967033,0.8379120879120879,0.7451923076923077,0.8057692307692308,0.04768561316766247
2,0.3060349941253662,0.051153133913588285,0.0020061492919921874,2.1515873284680323e-06,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 10}",0.7335164835164835,0.7307692307692307,0.695054945054945,0.728021978021978,0.7582417582417582,0.7291208791208791,0.02015817178883971,13,0.8125,0.7980769230769231,0.7190934065934066,0.7815934065934066,0.801510989010989,0.782554945054945,0.03324232585111621
3,0.33392510414123533,0.08147033552797016,0.0020111083984375,1.1439521194726542e-05,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 15}",0.7005494505494505,0.7307692307692307,0.6703296703296703,0.6895604395604396,0.7032967032967034,0.6989010989010989,0.019703759425319902,38,0.820054945054945,0.8228021978021978,0.7129120879120879,0.7788461538461539,0.8186813186813187,0.7906593406593407,0.042111002761230136
4,0.3029458045959473,0.0778603514236408,0.0021053314208984374,0.00020094064948254596,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 20}",0.6703296703296703,0.6868131868131868,0.6785714285714286,0.6016483516483516,0.6675824175824175,0.660989010989011,0.030423886153642048,68,0.7369505494505495,0.8001373626373627,0.8399725274725275,0.6730769230769231,0.7953296703296703,0.7690934065934066,0.05818633325871661
5,0.29050388336181643,0.06385271020169532,0.0025067806243896486,0.0004485140651826415,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 25}",0.6923076923076923,0.6813186813186813,0.7032967032967034,0.6675824175824175,0.5631868131868132,0.6615384615384615,0.05057930317742883,66,0.8166208791208791,0.7520604395604396,0.8021978021978022,0.8159340659340659,0.6050824175824175,0.7583791208791208,0.08020543112672839
6,0.28321237564086915,0.0833951102422896,0.0023040771484375,0.00039948724447926395,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 30}",0.6565934065934066,0.6071428571428571,0.7060439560439561,0.5851648351648352,0.6510989010989011,0.6412087912087913,0.04204643180155824,85,0.7822802197802198,0.6620879120879121,0.853021978021978,0.6380494505494505,0.8035714285714286,0.7478021978021978,0.08338194955101874
7,0.3046163558959961,0.08770291244556756,0.002104377746582031,0.00020253961262224737,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 35}",0.5906593406593407,0.6071428571428571,0.6510989010989011,0.6456043956043956,0.6620879120879121,0.6313186813186813,0.027494496710322655,105,0.6407967032967034,0.6009615384615384,0.7747252747252747,0.8269230769230769,0.834478021978022,0.735576923076923,0.09670856472913641
8,0.3035374641418457,0.0736107380058149,0.0028070926666259764,0.00040111584262036314,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 40}",0.6428571428571429,0.6510989010989011,0.6071428571428571,0.5769230769230769,0.5686813186813187,0.6093406593406593,0.03339466241543464,143,0.757554945054945,0.8681318681318682,0.6895604395604396,0.7527472527472527,0.6304945054945055,0.7396978021978022,0.07927621351466987
9,0.3575570583343506,0.11375610640451925,0.0026088237762451174,0.0004890458818129657,0.1,"(50, 50)",45,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 45}",0.6071428571428571,0.6181318681318682,0.6675824175824175,0.5604395604395604,0.5851648351648352,0.6076923076923076,0.03587874223585604,144,0.9278846153846154,0.6339285714285714,0.8468406593406593,0.6407967032967034,0.6703296703296703,0.743956043956044,0.1204854353355785
10,0.4154371738433838,0.017737204248187147,0.0028194904327392576,0.00041505267054323954,0.1,"(50, 50)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 50}",0.5824175824175825,0.6510989010989011,0.6236263736263736,0.5906593406593407,0.5879120879120879,0.6071428571428571,0.026293376074737137,145,0.742445054945055,0.8186813186813187,0.7067307692307693,0.7486263736263736,0.7486263736263736,0.753021978021978,0.03634429530187945
11,0.36949896812438965,0.04889457818868337,0.0026066780090332033,0.0004913811288023757,0.1,"(50, 50)",55,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 55}",0.5934065934065934,0.5934065934065934,0.5412087912087912,0.5741758241758241,0.5302197802197802,0.5664835164835165,0.026316329702918792,219,0.6771978021978022,0.6160714285714286,0.6064560439560439,0.7946428571428571,0.5480769230769231,0.6484890109890109,0.0837680115610872
12,0.48340044021606443,0.12440869465612113,0.00310821533203125,0.0004911089024734463,0.1,"(50, 50)",60,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 60}",0.5879120879120879,0.5879120879120879,0.6263736263736264,0.5989010989010989,0.5879120879120879,0.5978021978021978,0.014906219743132446,164,0.8179945054945055,0.8434065934065934,0.7307692307692307,0.9381868131868132,0.6929945054945055,0.8046703296703297,0.08653039383290238
13,0.11831912994384766,0.011397017958016047,0.002006196975708008,1.2669878249727652e-06,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 2}",0.6208791208791209,0.6510989010989011,0.6346153846153846,0.5741758241758241,0.6483516483516484,0.6258241758241758,0.02798424522691616,114,0.635989010989011,0.6366758241758241,0.603021978021978,0.6531593406593407,0.6401098901098901,0.6337912087912088,0.016582805361074465
14,0.2618448734283447,0.08383249096944131,0.002002239227294922,0.000634398050924486,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 5}",0.7115384615384616,0.7225274725274725,0.717032967032967,0.6758241758241759,0.7060439560439561,0.7065934065934066,0.01633633928276757,33,0.7239010989010989,0.7355769230769231,0.7493131868131868,0.7067307692307693,0.757554945054945,0.7346153846153847,0.018086022627068984
15,0.25009961128234864,0.06545508481342602,0.002104043960571289,0.0006659646267019209,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 10}",0.7060439560439561,0.7225274725274725,0.7087912087912088,0.6675824175824175,0.6456043956043956,0.6901098901098901,0.02878197989826109,43,0.7287087912087912,0.7355769230769231,0.7445054945054945,0.7376373626373627,0.6744505494505495,0.7241758241758243,0.025367870648689478
