mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,N_Components/Clusters/Features,params,mean_test_score,std_test_score,rank_test_score,mean_train_score,std_train_score,Data_Perspective,Dataset,Clustering_Algorithm,Clustered_Data
0.08412351608276368,0.010926153344360921,0.0010029315948486331,8.064048063892252e-07,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.10467638969421386,0.010379122421529415,0.0012033939361572265,0.00024569043715214783,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.7002314814814815,0.0016237319954344998,1,0.6827216984683336,0.03350783199306162,BASE,Cars,GMM,1
0.15260581970214845,0.038785274738775063,0.0016042709350585938,0.000490865106058476,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.21679067611694336,0.04107693094383087,0.0022120952606201174,0.0005207765709799628,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.5752314814814815,0.2491019589359562,164,0.704855993240926,0.008843679680115103,BASE,Cars,GMM,1
0.2381326675415039,0.028132868962915468,0.002707672119140625,0.00040080636326572666,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.6336805555555556,0.13341996202815662,145,0.7093489372025129,0.018339851871227088,BASE,Cars,GMM,1
0.3196537017822266,0.06775769513992079,0.005314731597900389,0.0008140414002198273,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",0.5405092592592593,0.2039035055406158,169,0.725828781275357,0.031137735674243126,BASE,Cars,GMM,1
0.3379720687866211,0.06438611957362951,0.006013870239257813,0.0011004209557174667,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 30}",0.6736111111111112,0.05662859936298069,109,0.7051517027345808,0.00922017386695912,BASE,Cars,GMM,1
0.4667761325836182,0.06197651310706,0.0072190284729003905,0.0009297119747255357,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 35}",0.6701388888888888,0.060567148082509716,120,0.7060204277958559,0.01168522045542414,BASE,Cars,GMM,1
0.4344260692596436,0.08179889140870167,0.007920408248901367,0.001116384334329992,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 40}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.04602160453796387,0.00440900986744899,0.0007020950317382813,0.00024580728416984907,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 2}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.07991619110107423,0.00995305427284147,0.0012037277221679688,0.00024600247583455144,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 5}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.13546018600463866,0.046515444168827295,0.0016040325164794922,0.00020053405821803235,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 10}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.19913249015808104,0.04325052693465999,0.0016040802001953125,0.00020051011007264066,0.1,"(50,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 15}",0.6354166666666666,0.1134592522461154,141,0.7076123235990396,0.009350280955575498,BASE,Cars,GMM,1
0.23422532081604006,0.01669700418562651,0.0022055625915527338,0.00024561267797706515,0.1,"(50,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 20}",0.6655092592592593,0.06981700935159453,128,0.7077570413993292,0.010445083630924522,BASE,Cars,GMM,1
0.2651044845581055,0.025550389099583574,0.004812955856323242,0.0004010796644372665,0.1,"(50,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 25}",0.6082175925925926,0.09986025166048572,153,0.7188944563880779,0.008921734043917683,BASE,Cars,GMM,1
0.31104016304016113,0.06138872468193661,0.0054141998291015615,0.0003752984529975831,0.1,"(50,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 30}",0.7002314814814815,0.0016237319954344998,1,0.7031260717900671,0.005902962287713838,BASE,Cars,GMM,1
0.4290482997894287,0.030990775390885763,0.006818437576293945,0.0008736802894246668,0.1,"(50,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 35}",0.6822916666666666,0.03629282489497269,102,0.7009553047857257,0.001597251198838427,BASE,Cars,GMM,1
0.4209192276000977,0.07805702166082767,0.008021116256713867,0.0010521883913971037,0.1,"(50,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 40}",0.6684027777777778,0.07226802292721372,124,0.7074680240582886,0.010688866132735229,BASE,Cars,GMM,1
0.0437169075012207,0.007294837519789303,0.0008020877838134764,0.000245126692416173,0.1,"(25,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 2}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.06497259140014648,0.01175239011894861,0.001203155517578125,0.0002456905296969107,0.1,"(25,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 5}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.12795743942260746,0.0310529931744723,0.0016028881072998047,0.00019729168393436332,0.1,"(25,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 10}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.18569693565368653,0.04211005534379387,0.002005338668823242,0.0005492934952368756,0.1,"(25,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 15}",0.6487268518518519,0.08004092583295086,136,0.6951665927741482,0.013903387858027454,BASE,Cars,GMM,1
0.24125370979309085,0.021355109184714283,0.002205657958984375,0.00024534128598598283,0.1,"(25,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 20}",0.6099537037037037,0.11590588759669065,149,0.7074634232033661,0.021637793595636088,BASE,Cars,GMM,1
0.26282029151916503,0.032371370151389384,0.00491480827331543,0.0007384229226394816,0.1,"(25,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 25}",0.6909722222222222,0.016948541406890772,97,0.7034109065357236,0.005953506269710474,BASE,Cars,GMM,1
0.30085391998291017,0.05397510482761226,0.006316280364990236,0.0008741071092382965,0.1,"(25,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 30}",0.6712962962962963,0.05641462238683189,115,0.7058700634917979,0.009352174869285109,BASE,Cars,GMM,1
0.4127108097076416,0.025687729579909228,0.007118511199951172,0.0009191334802450918,0.1,"(25,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 35}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.4416079044342041,0.08893054196290434,0.007820653915405273,0.0009295827995045328,0.1,"(25,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 40}",0.6799768518518519,0.03139980846920455,106,0.7110803225617559,0.011463567734820651,BASE,Cars,GMM,1
0.056450176239013675,0.004741186088540079,0.0005012035369873045,1.7841612752790173e-07,0.1,"(25, 25)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 2}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.09215593338012697,0.017679733737682,0.0011031627655029297,0.0003751199763177056,0.1,"(25, 25)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 5}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.15261449813842773,0.046354566090465864,0.0015038490295410155,0.00031688412732495936,0.1,"(25, 25)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 10}",0.7002314814814815,0.0016237319954344998,1,0.6996536811021976,0.001560944597341551,BASE,Cars,GMM,1
0.20929665565490724,0.04652822737830475,0.001905059814453125,0.00037533665580426055,0.1,"(25, 25)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 15}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.2107825756072998,0.02228036757081508,0.002205944061279297,0.00040097240886218487,0.1,"(25, 25)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 20}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.2420365333557129,0.01707897150533683,0.0050133228302001965,0.0006342192981574435,0.1,"(25, 25)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 25}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.3036363124847412,0.059444716437611275,0.006322908401489258,0.0009900782977907718,0.1,"(25, 25)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 30}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.4253788471221924,0.030027455726863262,0.006417417526245117,0.0005851383497990874,0.1,"(25, 25)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 35}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.4204258918762207,0.0823379440670283,0.007520055770874024,0.0010027408883293736,0.1,"(25, 25)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 40}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.11230173110961914,0.004447869576679903,0.0009025096893310547,0.00020055787879621014,0.1,"(100, 25, 100)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 2}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.14117608070373536,0.03155217566905583,0.0014037132263183597,0.0003750307606916612,0.1,"(100, 25, 100)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 5}",0.6076388888888888,0.18546304904503527,157,0.7073228879984608,0.014288941788773,BASE,Cars,GMM,1
0.1877048969268799,0.03841841855982834,0.001905202865600586,0.0003752474553382808,0.1,"(100, 25, 100)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 10}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.3334840774536133,0.0750863977436794,0.002005767822265625,4.101908334275544e-07,0.1,"(100, 25, 100)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 15}",0.4375,0.2058068962045233,179,0.719468517604544,0.014027457606698329,BASE,Cars,GMM,1
0.3474287509918213,0.07991103248415476,0.0026069164276123053,0.0004910401914118653,0.1,"(100, 25, 100)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 20}",0.4409722222222222,0.2183543341092582,173,0.7311858494432965,0.025320762830440404,BASE,Cars,GMM,1
0.3509337902069092,0.06308827002429643,0.005615139007568359,0.0008022010604286885,0.1,"(100, 25, 100)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 25}",0.6047453703703703,0.1899028374660445,161,0.7130929874605791,0.025317668119421464,BASE,Cars,GMM,1
0.4474272251129151,0.14184120768804606,0.0055147171020507825,6.503191803448607e-07,0.1,"(100, 25, 100)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 30}",0.6388888888888888,0.08019331086554446,140,0.7204802874279548,0.025343894149750176,BASE,Cars,GMM,1
0.4876692771911621,0.03314597694812944,0.007820940017700196,0.0009826060065389042,0.1,"(100, 25, 100)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 35}",0.7002314814814815,0.0016237319954344998,1,0.701100022586015,0.001879177128701568,BASE,Cars,GMM,1
0.5726387023925781,0.13716112204288292,0.008019542694091797,0.0009994032330751382,0.1,"(100, 25, 100)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 40}",0.671875,0.03378770941905749,114,0.7300209966288281,0.03628782291019399,BASE,Cars,GMM,1
0.07179069519042969,0.007273831791852611,0.000902557373046875,0.0002008199904064904,0.01,"(50, 50)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.1166100025177002,0.016458857543091492,0.0013033866882324221,0.0002457294324279854,0.01,"(50, 50)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.7002314814814815,0.0016237319954344998,1,0.6827216984683336,0.03350783199306162,BASE,Cars,GMM,1
0.15943617820739747,0.04262359825251817,0.0014035701751708984,0.000375311072591388,0.01,"(50, 50)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.2178791046142578,0.03542130048712985,0.0021056175231933595,0.0004910207246167621,0.01,"(50, 50)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.5752314814814815,0.2491019589359562,164,0.704855993240926,0.008843679680115103,BASE,Cars,GMM,1
0.2491684913635254,0.0171564758220942,0.002809047698974609,0.0005104082626759748,0.01,"(50, 50)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.6336805555555556,0.13341996202815662,145,0.7093489372025129,0.018339851871227088,BASE,Cars,GMM,1
0.32676897048950193,0.0994969368968406,0.004813051223754883,0.0004011871520441039,0.01,"(50, 50)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",0.5405092592592593,0.2039035055406158,169,0.7268418058773831,0.03249032382824568,BASE,Cars,GMM,1
0.34682283401489256,0.06963614421163652,0.006016063690185547,0.00083876548532463,0.01,"(50, 50)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 30}",0.6736111111111112,0.05662859936298069,109,0.7051517027345808,0.00922017386695912,BASE,Cars,GMM,1
0.4679440975189209,0.07260611685737875,0.0070187091827392575,0.0010517562576553801,0.01,"(50, 50)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 35}",0.6701388888888888,0.060567148082509716,120,0.7063098633964348,0.012263781185542213,BASE,Cars,GMM,1
0.4356584072113037,0.08605258426872629,0.007519912719726562,0.0007769105696790548,0.01,"(50, 50)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 40}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.0465233325958252,0.006576913852408734,0.0007949352264404295,0.00024004512041425586,0.01,"(50,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 2}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.07459826469421386,0.014395146213750725,0.001002788543701172,0.0003170342132818689,0.01,"(50,)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 5}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.1344583511352539,0.03915091775280929,0.0017045974731445313,0.0005117540610359226,0.01,"(50,)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 10}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.20143685340881348,0.049957031349970836,0.0017045497894287106,0.000245495784643015,0.01,"(50,)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 15}",0.6354166666666666,0.1134592522461154,141,0.7076123235990396,0.009350280955575498,BASE,Cars,GMM,1
0.2284193992614746,0.02539352967848442,0.0024062633514404298,0.0004913224797053821,0.01,"(50,)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 20}",0.6655092592592593,0.06981700935159453,128,0.7077570413993292,0.010445083630924522,BASE,Cars,GMM,1
0.2632009506225586,0.02006806023003337,0.004912328720092772,0.0005851469917778634,0.01,"(50,)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 25}",0.6082175925925926,0.09986025166048572,153,0.7188944563880779,0.008921734043917683,BASE,Cars,GMM,1
0.2973110675811768,0.05453121215082562,0.005915546417236328,0.0009192322184627963,0.01,"(50,)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 30}",0.7002314814814815,0.0016237319954344998,1,0.7031260717900671,0.005902962287713838,BASE,Cars,GMM,1
0.41811456680297854,0.03615791872732639,0.0065173149108886715,0.0010027170904064145,0.01,"(50,)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 35}",0.6822916666666666,0.03629282489497269,102,0.7009553047857257,0.001597251198838427,BASE,Cars,GMM,1
0.4264795780181885,0.07971787724935928,0.007820463180541994,0.0010323228523470092,0.01,"(50,)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 40}",0.6684027777777778,0.07226802292721372,124,0.7074680240582886,0.010688866132735229,BASE,Cars,GMM,1
0.04682402610778809,0.0056599739509688675,0.0008022785186767577,0.000245087805339115,0.01,"(25,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 2}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.06156396865844727,0.01202140808466349,0.0009023666381835938,0.00020036748453008922,0.01,"(25,)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 5}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.12774233818054198,0.043598147195786204,0.0014035224914550784,0.0004912835306895549,0.01,"(25,)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 10}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.17887582778930666,0.042074357173207455,0.0017042160034179688,0.0004011392983072384,0.01,"(25,)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 15}",0.6487268518518519,0.08004092583295086,136,0.6951665927741482,0.013903387858027454,BASE,Cars,GMM,1
0.2364274501800537,0.02530678506860596,0.0023063182830810546,0.0004013662340874063,0.01,"(25,)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 20}",0.6099537037037037,0.11590588759669065,149,0.7074634232033661,0.021637793595636088,BASE,Cars,GMM,1
0.26219959259033204,0.025599074488135688,0.004912853240966797,0.0005845828893198975,0.01,"(25,)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 25}",0.6909722222222222,0.016948541406890772,97,0.7034109065357236,0.005953506269710474,BASE,Cars,GMM,1
0.30471067428588866,0.06532658228593731,0.005213499069213867,0.00024567111304206474,0.01,"(25,)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 30}",0.6712962962962963,0.05641462238683189,115,0.7058700634917979,0.009352174869285109,BASE,Cars,GMM,1
0.4104508876800537,0.0278330556154783,0.006216192245483397,0.0002454571598323374,0.01,"(25,)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 35}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.4409820556640625,0.09906260565748166,0.00721888542175293,0.0005110901043313905,0.01,"(25,)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25,), 'gmm__n_components': 40}",0.6799768518518519,0.03139980846920455,106,0.7110803225617559,0.011463567734820651,BASE,Cars,GMM,1
0.059761619567871085,0.007581212592099274,0.0007998466491699219,0.00024363604385778048,0.01,"(25, 25)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 2}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.0929473876953125,0.019912942209704524,0.001203155517578125,0.00040109158625169315,0.01,"(25, 25)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 5}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.1430799961090088,0.04565331270270825,0.0017045497894287106,0.0005113986732530601,0.01,"(25, 25)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 10}",0.7002314814814815,0.0016237319954344998,1,0.6996536811021976,0.001560944597341551,BASE,Cars,GMM,1
0.21226511001586915,0.04591861835903943,0.0019051074981689454,0.0003750307000636495,0.01,"(25, 25)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 15}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.21727604866027836,0.017787776790156327,0.002506732940673828,0.0004486206537149211,0.01,"(25, 25)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 20}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.2500710010528565,0.027025662845139176,0.005314445495605469,0.0006800610794000892,0.01,"(25, 25)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 25}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.3102561950683594,0.06595314903906667,0.005314064025878906,0.00040129427656580217,0.01,"(25, 25)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 30}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.4231812477111817,0.0378646312892932,0.006917905807495117,0.0009189512928105939,0.01,"(25, 25)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 35}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.41425256729125975,0.08860622500403137,0.007720518112182617,0.000929871220881124,0.01,"(25, 25)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (25, 25), 'gmm__n_components': 40}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.1124046802520752,0.00996789671434644,0.0012032508850097655,0.0002455154096464311,0.01,"(100, 25, 100)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 2}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.14438300132751464,0.03788430435514471,0.0014038562774658205,0.0003751964143865048,0.01,"(100, 25, 100)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 5}",0.6076388888888888,0.18546304904503527,157,0.7073228879984608,0.014288941788773,BASE,Cars,GMM,1
0.1855936050415039,0.0466876433181386,0.0017045021057128904,0.00040111544582314236,0.01,"(100, 25, 100)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 10}",0.7002314814814815,0.0016237319954344998,1,0.7002317157842785,0.00040487523317969123,BASE,Cars,GMM,1
0.34250831604003906,0.0724816829200257,0.0022058963775634767,0.0002456322566145105,0.01,"(100, 25, 100)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 15}",0.4380787037037037,0.2060588753667449,178,0.719468517604544,0.014027457606698329,BASE,Cars,GMM,1
0.32737021446228026,0.059278333692138585,0.0028074264526367194,0.00040116314370524536,0.01,"(100, 25, 100)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 20}",0.4409722222222222,0.2183543341092582,173,0.7306069782421388,0.024770521910881905,BASE,Cars,GMM,1
0.35848193168640136,0.08163136154402713,0.0055145263671875,0.001051369886137106,0.01,"(100, 25, 100)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 25}",0.6047453703703703,0.1899028374660445,161,0.7132374961310993,0.02560668546046192,BASE,Cars,GMM,1
0.4171168327331543,0.09186184533241573,0.006217288970947266,0.0008743203408871843,0.01,"(100, 25, 100)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 30}",0.6510416666666666,0.06037467874893587,133,0.7168619241611804,0.02012281774604789,BASE,Cars,GMM,1
0.4919384479522705,0.02067696272769689,0.0075207710266113285,0.0006340685090405491,0.01,"(100, 25, 100)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100, 25, 100), 'gmm__n_components': 35}",0.7002314814814815,0.0016237319954344998,1,0.701100022586015,0.001879177128701568,BASE,Cars,GMM,1
